JLCPCB Basic & Promotional Extended parts: $0 feeder loading fee in Economic PCBA. Fetched 2026-09-16 via the parts API
(componentLibraryType=base + preferredComponentFlag=true + searchType=2). 1586 parts: 351 Basic, 1235 Promotional Extended.
columns: LCSC# | type | MPN | brand | package | price@1 | price@100 USD | stock | description

== 555 Timers / Counters (1)
C17629     | Promo | 0805W8F3303T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0028 | 0.0028 |  168493 | -55℃~+155℃ 125mW 150V 330kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17634     | Basic | 0805W8F330JT5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0049 | 0.0049 | 1685214 | -55℃~+155℃ 125mW 150V 33Ω Thick Film Resistor ±1% ±200ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C18359     | Promo | 0805W8F3601T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0069 | 0.0069 |  418319 | -55℃~+155℃ 125mW 150V 3.6kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C4360      | Promo | 0805W8F3602T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0062 | 0.0062 |  188991 | -55℃~+155℃ 125mW 150V 36kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17655     | Basic | 0805W8F3900T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0031 | 0.0031 | 1584989 | -55℃~+155℃ 125mW 150V 390Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17614     | Basic | 0805W8F3901T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0026 | 0.0026 |  297231 | -55℃~+155℃ 125mW 150V 3.9kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C25826     | Promo | 0805W8F3902T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0043 | 0.0043 |  199929 | -55℃~+155℃ 125mW 150V 39kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17656     | Promo | 0805W8F3903T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0029 | 0.0029 |  397622 | -55℃~+155℃ 125mW 150V 390kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17667     | Promo | 0805W8F4301T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0083 | 0.0083 |  200346 | -55℃~+155℃ 125mW 150V 4.3kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17695     | Promo | 0805W8F4302T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0028 | 0.0028 |   53681 | -55℃~+155℃ 125mW 150V 43kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17710     | Basic | 0805W8F4700T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0048 | 0.0048 | 3147888 | -55℃~+155℃ 125mW 150V 470Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17673     | Basic | 0805W8F4701T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0048 | 0.0048 | 5950362 | -55℃~+155℃ 125mW 150V 4.7kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17713     | Basic | 0805W8F4702T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0067 | 0.0067 | 2055344 | -55℃~+155℃ 125mW 150V 47kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17709     | Basic | 0805W8F4703T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0024 | 0.0024 |  501338 | -55℃~+155℃ 125mW 150V 470kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17714     | Basic | 0805W8F470JT5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0047 | 0.0047 |  545226 | -55℃~+155℃ 125mW 150V 47Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17675     | Basic | 0805W8F470KT5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0049 | 0.0049 |   97104 | -55℃~+155℃ 125mW 150V 4.7Ω Thick Film Resistor ±1% ±200ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17677     | Promo | 0805W8F4991T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0051 | 0.0051 |  166885 | -55℃~+155℃ 125mW 150V 4.99kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17719     | Promo | 0805W8F4992T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0048 | 0.0048 |  290555 | -55℃~+155℃ 125mW 150V 49.9kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17720     | Basic | 0805W8F499JT5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0055 | 0.0055 |  756180 | -55℃~+155℃ 125mW 150V 49.9Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17734     | Basic | 0805W8F5100T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0044 | 0.0044 | 3090193 | -55℃~+155℃ 125mW 150V 510Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C27834     | Basic | 0805W8F5101T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0058 | 0.0058 | 3881543 | -55℃~+155℃ 125mW 150V 5.1kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17737     | Basic | 0805W8F5102T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0066 | 0.0066 |  966580 | -55℃~+155℃ 125mW 150V 51kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17733     | Promo | 0805W8F5103T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0060 | 0.0060 |  346472 | -55℃~+155℃ 125mW 150V 510kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17738     | Basic | 0805W8F510JT5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0033 | 0.0033 |  977481 | -55℃~+155℃ 125mW 150V 51Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17724     | Basic | 0805W8F510KT5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0058 | 0.0058 |  570556 | -55℃~+155℃ 125mW 150V 5.1Ω Thick Film Resistor ±1% ±200ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C28636     | Basic | 0805W8F5600T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0045 | 0.0045 |  228026 | -55℃~+155℃ 125mW 150V 560Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C4382      | Basic | 0805W8F5601T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0065 | 0.0065 |  676304 | -55℃~+155℃ 125mW 150V 5.6kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17756     | Promo | 0805W8F5602T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0032 | 0.0032 |  517341 | -55℃~+155℃ 125mW 150V 56kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17757     | Promo | 0805W8F560JT5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0046 | 0.0046 |   97785 | -55℃~+155℃ 125mW 150V 56Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17767     | Promo | 0805W8F6201T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0033 | 0.0033 |  130333 | -55℃~+155℃ 125mW 150V 6.2kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17783     | Promo | 0805W8F6202T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0023 | 0.0023 |  299135 | -55℃~+155℃ 125mW 150V 62kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17798     | Basic | 0805W8F6800T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0057 | 0.0057 | 1451227 | -55℃~+155℃ 125mW 150V 680Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17772     | Basic | 0805W8F6801T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0069 | 0.0069 |  381588 | -55℃~+155℃ 125mW 150V 6.8kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17801     | Basic | 0805W8F6802T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0036 | 0.0036 |  348630 | -55℃~+155℃ 125mW 150V 68kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17797     | Promo | 0805W8F6803T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0043 | 0.0043 |  156264 | -55℃~+155℃ 125mW 150V 680kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17802     | Promo | 0805W8F680JT5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0041 | 0.0041 |    8277 | -55℃~+155℃ 125mW 150V 68Ω Thick Film Resistor ±1% ±200ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17818     | Promo | 0805W8F7500T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0035 | 0.0035 |  289718 | -55℃~+155℃ 125mW 150V 750Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17807     | Promo | 0805W8F7501T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0028 | 0.0028 |  400770 | -55℃~+155℃ 125mW 150V 7.5kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17819     | Promo | 0805W8F7502T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0079 | 0.0079 |  754703 | -55℃~+155℃ 125mW 150V 75kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C20638     | Promo | 0805W8F750JT5E (SMTonly)     | UNI-ROYAL(Uniroyal | 0805           | 0.0051 | 0.0051 |       0 | 75Ω ±1% 0805 Chip Resistor - Surface Mount ROHS
C17837     | Promo | 0805W8F8200T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0086 | 0.0086 |  130874 | -55℃~+155℃ 125mW 150V 820Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17828     | Basic | 0805W8F8201T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0030 | 0.0030 |  288333 | -55℃~+155℃ 125mW 150V 8.2kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17840     | Promo | 0805W8F8202T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0050 | 0.0050 |  123816 | -55℃~+155℃ 125mW 150V 82kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17855     | Promo | 0805W8F9101T5E               | UNI-ROYAL(Uniroyal | 0805           | 0.0033 | 0.0033 |  132805 | -55℃~+155℃ 125mW 150V 9.1kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS
C17888     | Basic | 1206W4F0000T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0082 | 0.0082 | 3058154 | -55℃~+155℃ 0Ω 200V 250mW Thick Film Resistor ±1% ±800ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17901     | Basic | 1206W4F1000T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0063 | 0.0063 | 2918656 | -55℃~+155℃ 100Ω 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C4410      | Basic | 1206W4F1001T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0084 | 0.0084 | 2872414 | -55℃~+155℃ 1kΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17902     | Basic | 1206W4F1002T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0094 | 0.0094 | 2841083 | -55℃~+155℃ 10kΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17900     | Basic | 1206W4F1003T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0101 | 0.0101 | 1691622 | -55℃~+155℃ 100kΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17927     | Basic | 1206W4F1004T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0040 | 0.0040 | 5287411 | -55℃~+155℃ 1MΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17903     | Basic | 1206W4F100JT5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0109 | 0.0109 | 1173074 | -55℃~+155℃ 10Ω 200V 250mW Thick Film Resistor ±1% ±400ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17928     | Basic | 1206W4F100KT5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0264 | 0.0264 |  291502 | -55℃~+155℃ 1Ω 200V 250mW Thick Film Resistor ±1% ±200ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C25334     | Basic | 1206W4F100LT5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0077 | 0.0077 |  397806 | -55℃~+155℃ 100mΩ 200V 250mW Thick Film Resistor ±1% ±800ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17909     | Basic | 1206W4F1200T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0072 | 0.0072 |  706598 | -55℃~+155℃ 120Ω 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C22107     | Promo | 1206W4F1204T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0073 | 0.0073 |   29341 | -55℃~+155℃ 1.2MΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17924     | Promo | 1206W4F1800T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0184 | 0.0184 |  117175 | -55℃~+155℃ 180Ω 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17944     | Basic | 1206W4F2001T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0080 | 0.0080 | 2276776 | -55℃~+155℃ 200V 250mW 2kΩ Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17955     | Basic | 1206W4F200JT5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0108 | 0.0108 |  568229 | -55℃~+155℃ 200V 20Ω 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17958     | Basic | 1206W4F220JT5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0069 | 0.0069 |  965190 | -55℃~+155℃ 200V 22Ω 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17887     | Basic | 1206W4F3000T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0058 | 0.0058 |  504867 | -55℃~+155℃ 200V 250mW 300Ω Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17936     | Basic | 1206W4F4701T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0092 | 0.0092 | 3594485 | -55℃~+155℃ 200V 250mW 4.7kΩ Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17985     | Promo | 1206W4F7500T5E               | UNI-ROYAL(Uniroyal | 1206           | 0.0110 | 0.0110 |  132029 | -55℃~+155℃ 200V 250mW 750Ω Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS

== Comparators (1)
C7955      | Basic | LM393DR2G                    | onsemi             | SOIC-8         | 0.0637 | 0.0516 |  250462 | -18V~-1V、1V~18V 0℃~+70℃ 1.3us 2 25nA 2V~36V 300ns 36V 400uA 5mV 5nA ESD protection TTL、CMOS SOIC-8 Comparators

== Crystals (7)
C12674     | Basic | X49SM8MSD2SC                 | YXC Crystal Oscill | HC-49S-SMD     | 0.0947 | 0.0756 |  132497 | -20℃~+70℃ 20pF 70Ω 8MHz Crystal Oscillator ±20ppm ±30ppm HC-49S-SMD Crystals ROHS
C32346     | Basic | Q13FC13500004                | Seiko Epson        | SMD3215-2P     | 0.1655 | 0.1306 |  627440 | -40℃~+85℃ 12.5pF 32.768kHz 70kΩ Crystal Oscillator ±20ppm SMD3215-2P Crystals ROHS
C9002      | Basic | X322512MSB4SI                | YXC Crystal Oscill | SMD3225-4P     | 0.0914 | 0.0732 |   92044 | -40℃~+85℃ 12MHz 20pF 80Ω Crystal Oscillator ±10ppm ±20ppm SMD3225-4P Crystals ROHS
C13738     | Basic | X322516MLB4SI                | YXC Crystal Oscill | SMD3225-4P     | 0.0895 | 0.0713 |  159744 | -40℃~+85℃ 16MHz 50Ω 9pF Crystal Oscillator ±10ppm ±20ppm SMD3225-4P Crystals ROHS
C9006      | Basic | X322525MOB4SI                | YXC Crystal Oscill | SMD3225-4P     | 0.0911 | 0.0729 |  185868 | -40℃~+85℃ 12pF 25MHz 50Ω Crystal Oscillator ±10ppm ±20ppm SMD3225-4P Crystals ROHS
C112574    | Promo | X5032110592MSB2GI            | YXC Crystal Oscill | SMD5032-2P     | 0.3006 | 0.2364 |    7094 | -40℃~+85℃ 11.0592MHz 20pF 80Ω Crystal Oscillator ±10ppm ±20ppm SMD5032-2P Crystals ROHS
C115962    | Basic | X50328MSB2GI                 | YXC Crystal Oscill | SMD5032-2P     | 0.2360 | 0.1754 |  198302 | -40℃~+85℃ 20pF 80Ω 8MHz Crystal Oscillator ±10ppm ±20ppm SMD5032-2P Crystals ROHS

== DC-DC Converters (8)
C32078     | Promo | MC34063ADR2G                 | onsemi             | SOIC-8         | 0.5078 | 0.2805 |   91959 | 0℃~+70℃@(TA) 1 1.25V~40V 1.5A 100kHz 3V~40V Adjustable Boost、Buck Buck、Boost Built-in No SOIC-8 DC-DC Converte
C9865      | Promo | TPS54331DR                   | Texas Instruments  | SOIC-8         | 0.3614 | 0.2838 |  343996 | -40℃~+150℃@(TJ) 1 110uA 3.5V~28V 3A 570kHz 800mV~25V Adjustable Buck Buck Built-in No SOIC-8 DC-DC Converters 
C61063     | Basic | XL1509-5.0E1                 | XLSEMI             | SOIC-8         | 0.2353 | 0.1824 |  457074 | -40℃~+85℃ 1 150kHz 2A 2mA 4.5V~40V 5V Buck Buck Built-in Fixed No SOIC-8 DC-DC Converters ROHS
C74192     | Promo | XL1509-ADJE1                 | XLSEMI             | SOIC-8         | 0.2592 | 0.2061 |  239752 | -40℃~+85℃ 1 1.23V~37V 127kHz~173kHz 2A 2mA 4.5V~40V Adjustable Buck Buck Built-in No SOIC-8 DC-DC Converters R
C9864      | Basic | TPS5430DDAR                  | Texas Instruments  | SOIC-8-EP      | 0.7287 | 0.4451 |  118995 | -40℃~+125℃@(TJ) 1 1.221V~32.04V 3A 4.4mA 5.5V~36V 500kHz Adjustable Buck Buck Built-in No SOIC-8-EP DC-DC Conv
C7722      | Promo | TPS61040DBVR                 | Texas Instruments  | SOT-23-5       | 0.7209 | 0.4921 |   21434 | -40℃~+125℃@(TJ) 1 1.8V~6V 1MHz 28V 28uA 400mA Adjustable Boost Boost Built-in No Overcurrent Protection、Light 
C34465     | Promo | LM2576SX-5.0/NOPB            | Texas Instruments  | TO-263-5       | 2.6828 | 1.8726 |    5903 | -40℃~+125℃@(TJ) 1 3A 4V~40V 52kHz 5V 5mA Buck Buck Built-in Fixed No TO-263-5 DC-DC Converters ROHS
C10002     | Promo | LM2596SX-5.0/NOPB            | Texas Instruments  | TO-263-5       | 1.1393 | 0.7506 |   53408 | -40℃~+125℃@(TJ) 1 150kHz 3A 4.5V~40V 5V Buck Buck Built-in Fixed No TO-263-5 DC-DC Converters ROHS

== Darlington Transistor Arrays (2)
C7512      | Basic | ULN2003ADR                   | Texas Instruments  | SOIC-16        | 0.1480 | 0.1137 |  355648 | 1.7V 15pF 30V 500mA 50V 50uA 50uA Seven channels SOIC-16 Darlington Transistor Arrays ROHS
C9683      | Promo | ULN2803ADWR                  | Texas Instruments  | SOIC-18-300mil | 6.0471 | 4.3939 |    1184 | -40℃~+85℃ 500mA 50V 8 SOIC-18-300mil Darlington Transistor Arrays ROHS

== Digital Isolators (1)
C9669      | Promo | ADUM1201ARZ-RL7              | Analog Devices     | SOIC-8         | 2.4352 | 1.8052 |   33908 | -40℃~+105℃ 1 1 1Mbps 2.7V~5.5V 2.7V~5.5V 2500 25kV/us 50ns Bidirectional signal isolation、Multi-voltage domain

== Diodes - General Purpose (27)
C18199093  | Promo | M1                           | hongjiacheng       | SMA(DO-214AC)  | 0.0124 | 0.0097 |    3378 | -55℃~+150℃ 1A 1V@1A 2uA@50V 30A 50V Standalone SMA(DO-214AC) Diodes - General Purpose ROHS
C18199095  | Promo | M4                           | hongjiacheng       | SMA(DO-214AC)  | 0.0126 | 0.0126 |  196978 | -55℃~+150℃ 1A 1V@1A 2uA@400V 30A 400V Standalone SMA(DO-214AC) Diodes - General Purpose ROHS
C18199098  | Promo | M6                           | hongjiacheng       | SMA(DO-214AC)  | 0.0124 | 0.0097 |   18612 | -55℃~+150℃ 1A 1V@1A 2uA@800V 30A 800V Standalone SMA(DO-214AC) Diodes - General Purpose ROHS
C95872     | Basic | M7                           | MDD(Microdiode Sem | SMA(DO-214AC)  | 0.0099 | 0.0099 | 1792293 | -55℃~+150℃ 1.1V@1A 1A 1kV 30A 5uA@1kV Independent SMA(DO-214AC) Diodes - General Purpose ROHS
C7420350   | Promo | M7                           | hongjiacheng       | SMA(DO-214AC)  | 0.0112 | 0.0112 |  274517 | -55℃~+150℃ 1.1V@1A 1A 1kV 30A 5uA@1000V Independent SMA(DO-214AC) Diodes - General Purpose ROHS
C18199100  | Promo | S2M                          | hongjiacheng       | SMA(DO-214AC)  | 0.0155 | 0.0155 |   62744 | -55℃~+150℃ 1V@2A 1kV 2A 2uA@1000V 50A Standalone SMA(DO-214AC) Diodes - General Purpose ROHS
C18199089  | Promo | M1F                          | hongjiacheng       | SMAF           | 0.0106 | 0.0084 |   15218 | -55℃~+150℃ 1A 1V@1A 2uA@50V 30A 50V Standalone SMAF Diodes - General Purpose ROHS
C18199090  | Promo | M7F                          | hongjiacheng       | SMAF           | 0.0106 | 0.0106 |  112255 | -55℃~+150℃ 1A 1V@1A 1kV 2uA@1000V 30A Standalone SMAF Diodes - General Purpose ROHS
C18199091  | Promo | S2MF                         | hongjiacheng       | SMAF           | 0.0139 | 0.0139 |    1728 | -55℃~+150℃ 1V@2A 1kV 2A 2uA@1000V 50A Standalone SMAF Diodes - General Purpose ROHS
C18199092  | Promo | S3MF                         | hongjiacheng       | SMAF           | 0.0157 | 0.0157 |   74853 | -55℃~+150℃ 1.1V@3A 1kV 3A 5uA@1000V 80A Standalone SMAF Diodes - General Purpose ROHS
C18199101  | Promo | S2MB                         | hongjiacheng       | SMB            | 0.0160 | 0.0160 |  224127 | -55℃~+150℃ 1V@2A 1kV 2A 2uA@1000V 50A Standalone SMB Diodes - General Purpose ROHS
C18199102  | Promo | S3MB                         | hongjiacheng       | SMB            | 0.0304 | 0.0304 |  445479 | -55℃~+150℃ 100A 1V@3A 1kV 2uA@1000V 3A Standalone SMB Diodes - General Purpose ROHS
C18199104  | Promo | S5JB                         | hongjiacheng       | SMB            | 0.0359 | 0.0359 |   29955 | -55℃~+150℃ 150A 1V@5A 2uA@600V 5A 600V Standalone SMB Diodes - General Purpose ROHS
C18199105  | Promo | S5MB                         | hongjiacheng       | SMB            | 0.0395 | 0.0395 |  635229 | -55℃~+150℃ 150A 1V@5A 1kV 2uA@1000V 5A Standalone SMB Diodes - General Purpose ROHS
C18199112  | Promo | S5BBF                        | hongjiacheng       | SMBF           | 0.0364 | 0.0364 |    8895 | -55℃~+150℃ 100V 150A 1V@5A 2uA@100V 5A Standalone SMBF Diodes - General Purpose ROHS
C18199110  | Promo | S10JC                        | hongjiacheng       | SMC            | 0.0793 | 0.0632 |   18424 | -55℃~+150℃ 10A 1V@10A 200A 2uA@600V 600V Standalone SMC Diodes - General Purpose ROHS
C18199111  | Promo | S10MC                        | hongjiacheng       | SMC            | 0.0859 | 0.0698 |  173452 | -55℃~+150℃ 10A 1V@10A 1kV 200A 2uA@1000V Standalone SMC Diodes - General Purpose ROHS
C18199103  | Promo | S3MC                         | hongjiacheng       | SMC            | 0.0510 | 0.0408 |   15275 | -55℃~+150℃ 100A 1V@3A 1kV 2uA@1000V 3A Standalone SMC Diodes - General Purpose ROHS
C18199106  | Promo | S5MC                         | hongjiacheng       | SMC            | 0.0535 | 0.0424 |   41945 | -55℃~+150℃ 150A 1V@5A 1kV 2uA@1000V 5A Standalone SMC Diodes - General Purpose ROHS
C18199107  | Promo | S6MC                         | hongjiacheng       | SMC            | 0.0640 | 0.0516 |   43796 | -55℃~+150℃ 1.1V@6A 150A 1kV 5uA@1000V 6A Standalone SMC Diodes - General Purpose ROHS
C18199108  | Promo | S8KC                         | hongjiacheng       | SMC            | 0.0767 | 0.0615 |    2917 | -55℃~+150℃ 175A 1V@8A 2uA@800V 800V 8A Standalone SMC Diodes - General Purpose ROHS
C18199109  | Promo | S8MC                         | hongjiacheng       | SMC            | 0.0551 | 0.0486 |    5178 | -55℃~+150℃ 175A 1V@8A 1kV 2uA@1000V 8A Standalone SMC Diodes - General Purpose ROHS
C18199085  | Promo | 1N4001W                      | hongjiacheng       | SOD-123FL      | 0.0082 | 0.0082 |  285423 | -55℃~+150℃ 1A 1V@1A 2uA@50V 30A 50V Standalone SOD-123FL Diodes - General Purpose ROHS
C18199086  | Promo | 1N4002W                      | hongjiacheng       | SOD-123FL      | 0.0083 | 0.0083 |  432440 | -55℃~+150℃ 100V 1A 1V@1A 2uA@100V 30A Standalone SOD-123FL Diodes - General Purpose ROHS
C18199087  | Promo | 1N4004W                      | hongjiacheng       | SOD-123FL      | 0.0088 | 0.0088 |  198254 | -55℃~+150℃ 1A 1V@1A 2uA@400V 30A 400V Independent SOD-123FL Diodes - General Purpose ROHS
C18199088  | Promo | 1N4007W                      | hongjiacheng       | SOD-123FL      | 0.0075 | 0.0075 | 2350393 | -55℃~+150℃ 1A 1V@1A 1kV 2uA@1000V 30A Standalone SOD-123FL Diodes - General Purpose ROHS
C64898     | Basic | SM4007PL                     | MDD(Microdiode Sem | SOD-123FL      | 0.0080 | 0.0080 | 5857208 | -55℃~+150℃ 1.1V@1A 10uA@1kV 1A 1kV 25A Independent SOD-123FL Diodes - General Purpose ROHS

== EEPROM (3)
C6482      | Promo | AT24C256C-SSHL-T             | Microchip Tech     | SOIC-8         | 0.3511 | 0.1959 |   50431 | -40℃~+85℃ 1,000,000 cycles 1.7V~5.5V 1MHz 256Kbit 40 Years 5ms Hardware write protection function、Noise suppre
