JLCPCB Basic & Promotional Extended parts: $0 feeder loading fee in Economic PCBA. Fetched 2026-09-16 via the parts API
(componentLibraryType=base + preferredComponentFlag=true + searchType=2). 1586 parts: 351 Basic, 1235 Promotional Extended.
columns: LCSC# | type | MPN | brand | package | price@1 | price@100 USD | stock | description

== 555 Timers / Counters (1)
C41410785  | Promo | SS58C                        | hongjiacheng       | SMC            | 0.0994 | 0.0782 |    8441 | -55℃~+150℃ 120A 150uA@80V 5A 80V 850mV@5A Standalone SMC Schottky Diodes ROHS
C18199207  | Promo | SS84C                        | hongjiacheng       | SMC            | 0.1463 | 0.0887 |   11450 | -55℃~+125℃ 150A 40V 500uA@40V 550mV@8A 8A Standalone SMC Schottky Diodes ROHS
C41410793  | Promo | SSL510C                      | hongjiacheng       | SMC            | 0.1238 | 0.1090 |    3214 | -55℃~+150℃ 100V 120A 200uA@100V 5A 700mV@5A Standalone SMC Schottky Diodes ROHS
C35722     | Promo | SS36-E3/57T                  | Vishay Intertech   | SMC(DO-214AB)  | 0.3187 | 0.2577 |    3736 | -55℃~+150℃ 1 Independent 100A 3A 500uA@60V 60V 750mV@3A SMC(DO-214AB) Schottky Diodes ROHS
C7502707   | Promo | B0520W                       | hongjiacheng       | SOD-123        | 0.0189 | 0.0189 |  415615 | -55℃~+125℃ 1 Independent 20V 250uA 385mV@500mA 5.5A 500mA SOD-123 Schottky Diodes ROHS
C7502708   | Promo | B0530W                       | hongjiacheng       | SOD-123        | 0.0189 | 0.0189 |   32097 | -55℃~+125℃ 130uA 30V 430mV@500mA 5.5A 500mA Standalone SOD-123 Schottky Diodes ROHS
C7420325   | Promo | B0540W                       | hongjiacheng       | SOD-123        | 0.0139 | 0.0139 |  100417 | -55℃~+125℃ 1 Independent 20uA@40V 40V 5.5A 500mA 510mV@500mA SOD-123 Schottky Diodes ROHS
C22466377  | Promo | B1040W                       | hongjiacheng       | SOD-123        | 0.0279 | 0.0279 |   12733 | 1A 40V 50uA@40V 580mV@1A 5A Standalone SOD-123 Schottky Diodes ROHS
C7502710   | Promo | B16W                         | hongjiacheng       | SOD-123        | 0.0212 | 0.0212 |   11267 | 1 Independent 100uA 10A 1A 60V 700mV@1A SOD-123 Schottky Diodes ROHS
C7420328   | Promo | B5817W                       | hongjiacheng       | SOD-123        | 0.0171 | 0.0171 |  546993 | -55℃~+150℃ 1A 1mA@20V 20V 450mV@1A Independent SOD-123 Schottky Diodes ROHS
C22466365  | Promo | B5818W                       | hongjiacheng       | SOD-123        | 0.0134 | 0.0134 |   42908 | -55℃~+150℃ 1A 1mA@30V 30V 550mV@1A 9A Standalone SOD-123 Schottky Diodes ROHS
C64885     | Promo | B5819W                       | MDD(Microdiode Sem | SOD-123        | 0.0187 | 0.0187 |  995656 | -55℃~+125℃ 1.5A 1mA@40V 25A 40V 600mV@1A Standalone SOD-123 Schottky Diodes ROHS
C7420330   | Promo | B5819W                       | hongjiacheng       | SOD-123        | 0.0179 | 0.0179 |  974988 | -55℃~+150℃ 1A 1mA@30V 40V 600mV@1A 9A Independent SOD-123 Schottky Diodes ROHS
C8598      | Basic | B5819W SL                    | Jiangsu Changjing  | SOD-123        | 0.0268 | 0.0268 |  509891 | 1A 40V 600mV@1A 9A Independent SOD-123 Schottky Diodes ROHS
C22466362  | Promo | BAT42W                       | hongjiacheng       | SOD-123        | 0.0168 | 0.0168 |   28760 | -40℃~+125℃ 200mA 30V 4A 500nA@25V 650mV@50mA Standalone SOD-123 Schottky Diodes ROHS
C22466358  | Promo | BAT43W                       | hongjiacheng       | SOD-123        | 0.0167 | 0.0167 |   69191 | -40℃~+125℃ 200mA 30V 450mV@15mA 4A 500nA@25V Standalone SOD-123 Schottky Diodes ROHS
C7420332   | Promo | BAT46W                       | hongjiacheng       | SOD-123        | 0.0196 | 0.0196 |  744940 | 100V 150mA 2uA@100V 450mV@10mA 750mA Standalone SOD-123 Schottky Diodes ROHS
C7502705   | Promo | BAT54W                       | hongjiacheng       | SOD-123        | 0.0105 | 0.0105 |  164403 | -55℃~+150℃ 200mA 2uA 30V 600mA 800mV@100mA Standalone SOD-123 Schottky Diodes ROHS
C7502715   | Promo | RB160M-30                    | hongjiacheng       | SOD-123        | 0.0308 | 0.0308 |  187536 | 1A 30A 30V 480mV@1A 50uA Standalone SOD-123 Schottky Diodes ROHS
C7502706   | Promo | SD103AW                      | hongjiacheng       | SOD-123        | 0.0096 | 0.0078 |  355893 | 1 Independent 350mA 40V 5uA 600mV@200mA SOD-123 Schottky Diodes ROHS
C22466354  | Promo | DSK110                       | hongjiacheng       | SOD-123FL      | 0.0201 | 0.0201 |  437967 | -55℃~+150℃ 100V 1A 25A 50uA@100V 850mV@1A Standalone SOD-123FL Schottky Diodes ROHS
C28646287  | Promo | DSK115                       | hongjiacheng       | SOD-123FL      | 0.0281 | 0.0281 |     938 | -55℃~+150℃ 150V 1A 25A 50uA@150V 850mV@1A Standalone SOD-123FL Schottky Diodes ROHS
C22466356  | Promo | DSK12                        | hongjiacheng       | SOD-123FL      | 0.0190 | 0.0190 |   44054 | -55℃~+125℃ 1A 200uA@20V 20V 25A 550mV@1A Standalone SOD-123FL Schottky Diodes ROHS
C22466355  | Promo | DSK120                       | hongjiacheng       | SOD-123FL      | 0.0242 | 0.0242 | 1030992 | -55℃~+150℃ 1A 200V 25A 50uA@200V 900mV@1A Standalone SOD-123FL Schottky Diodes ROHS
C7502711   | Promo | DSK14                        | hongjiacheng       | SOD-123FL      | 0.0156 | 0.0156 |  433823 | -55℃~+125℃ 1A 25A 40V 500uA 550mV@1A Standalone SOD-123FL Schottky Diodes ROHS
C22466351  | Promo | DSK16                        | hongjiacheng       | SOD-123FL      | 0.0189 | 0.0189 |  109120 | -55℃~+150℃ 1A 200uA@60V 25A 60V 700mV@1A Standalone SOD-123FL Schottky Diodes ROHS
C7502713   | Promo | DSK210                       | hongjiacheng       | SOD-123FL      | 0.0283 | 0.0283 |    5396 | -55℃~+150℃ 100V 2A 500uA 50A 850mV@2A Standalone SOD-123FL Schottky Diodes ROHS
C28646290  | Promo | DSK22                        | hongjiacheng       | SOD-123FL      | 0.0254 | 0.0254 |  902161 | -55℃~+125℃ 200uA@20V 20V 2A 50A 550mV@2A Standalone SOD-123FL Schottky Diodes ROHS
C28646288  | Promo | DSK220                       | hongjiacheng       | SOD-123FL      | 0.0356 | 0.0356 |   39856 | -55℃~+150℃ 200V 2A 50A 50uA@200V 950mV@2A Standalone SOD-123FL Schottky Diodes ROHS
C22466352  | Promo | DSK24                        | hongjiacheng       | SOD-123FL      | 0.0247 | 0.0247 | 2685650 | -55℃~+125℃ 2A 40V 500uA@40V 50A 550mV@2A Standalone SOD-123FL Schottky Diodes ROHS
C7502712   | Promo | DSK26                        | hongjiacheng       | SOD-123FL      | 0.0239 | 0.0239 |    3905 | -55℃~+150℃ 2A 500uA 50A 60V 700mV@2A Standalone SOD-123FL Schottky Diodes ROHS
C28646289  | Promo | DSK310                       | hongjiacheng       | SOD-123FL      | 0.0345 | 0.0345 |  396385 | -55℃~+150℃ 1 Independent 100V 3A 50uA@100V 80A 850mV@3A SOD-123FL Schottky Diodes ROHS
C28646292  | Promo | DSK320                       | hongjiacheng       | SOD-123FL      | 0.0554 | 0.0450 |    3043 | 200V 3A 50uA@200V 950mV@3A Standalone SOD-123FL Schottky Diodes ROHS
C7502709   | Promo | DSK34                        | hongjiacheng       | SOD-123FL      | 0.0283 | 0.0228 | 1308449 | -55℃~+125℃ 3A 40V 500uA 550mV@3A 80A Standalone SOD-123FL Schottky Diodes ROHS
C22466353  | Promo | DSK36                        | hongjiacheng       | SOD-123FL      | 0.0345 | 0.0345 |  122901 | -55℃~+150℃ 200uA@60V 3A 60V 700mV@3A 80A Standalone SOD-123FL Schottky Diodes ROHS
C28646291  | Promo | DSK38                        | hongjiacheng       | SOD-123FL      | 0.0339 | 0.0339 |  131421 | -55℃~+150℃ 3A 50uA@80V 80A 80V 850mV@3A Standalone SOD-123FL Schottky Diodes ROHS
C22466349  | Promo | DSL14                        | hongjiacheng       | SOD-123FL      | 0.0477 | 0.0377 |    4475 | -55℃~+150℃ 1A 200uA@40V 40V 450mV@1A Standalone SOD-123FL Schottky Diodes ROHS
C22466348  | Promo | DSL16                        | hongjiacheng       | SOD-123FL      | 0.0485 | 0.0384 |    4310 | -55℃~+150℃ 1A 200uA@60V 30A 500mV@1A 60V Standalone SOD-123FL Schottky Diodes ROHS
C22466347  | Promo | DSL34                        | hongjiacheng       | SOD-123FL      | 0.0822 | 0.0652 |  119840 | -55℃~+150℃ 1 Independent 3A 40V 450mV@3A 500uA@40V SOD-123FL Schottky Diodes ROHS
C191023    | Basic | 1N5819WS                     | Guangdong Hottech  | SOD-323        | 0.0132 | 0.0132 | 5520050 | 1 Independent 1A 25A 40V 500uA@40V 600mV@1A SOD-323 Schottky Diodes ROHS
C22466359  | Promo | 1SS357                       | hongjiacheng       | SOD-323        | 0.0174 | 0.0174 |     128 | 100mA 1A 45V 5uA@40V 600mV@100mA Standalone SOD-323 Schottky Diodes ROHS
C7502696   | Promo | B0520WS                      | hongjiacheng       | SOD-323        | 0.0192 | 0.0192 |  484292 | -55℃~+125℃ 1 Independent 20V 250uA 390mV@500mA 5.5A 500mA SOD-323 Schottky Diodes ROHS
C7502697   | Promo | B0530WS                      | hongjiacheng       | SOD-323        | 0.0127 | 0.0127 |   94482 | -55℃~+125℃ 1 Independent 30V 450mV@0.5A 5.5A 500mA 500uA SOD-323 Schottky Diodes ROHS
C7420326   | Promo | B0540WS                      | hongjiacheng       | SOD-323        | 0.0174 | 0.0174 |  332359 | -55℃~+125℃ 1 Independent 20uA@40V 40V 5.5A 500mA 510mV@500mA SOD-323 Schottky Diodes ROHS
C22466375  | Promo | B1040WS                      | hongjiacheng       | SOD-323        | 0.0290 | 0.0290 |   24248 | 1A 40V 50uA@40V 580mV@1A 5A Standalone SOD-323 Schottky Diodes ROHS
C7420327   | Promo | B16WS                        | hongjiacheng       | SOD-323        | 0.0215 | 0.0215 | 1152470 | -55℃~+150℃ 100uA@60V 10A 1A 60V 700mV@1A Independent SOD-323 Schottky Diodes ROHS
C7420329   | Promo | B5817WS                      | hongjiacheng       | SOD-323        | 0.0159 | 0.0159 | 1354071 | -55℃~+150℃ 10A 1A 1mA@20V 20V 450mV@1A Independent SOD-323 Schottky Diodes ROHS
C22466361  | Promo | B5818WS                      | hongjiacheng       | SOD-323        | 0.0200 | 0.0200 |  131407 | -55℃~+150℃ 1 Independent 10A 1A 1mA@30V 30V 550mV@1A SOD-323 Schottky Diodes ROHS
C64886     | Promo | B5819WS                      | MDD(Microdiode Sem | SOD-323        | 0.0236 | 0.0236 |  605668 | -55℃~+125℃ 1A 1mA@40V 25A 40V 900mV@3A Independent SOD-323 Schottky Diodes ROHS
C7420331   | Promo | B5819WS                      | hongjiacheng       | SOD-323        | 0.0156 | 0.0156 |  727450 | -55℃~+150℃ 10A 1A 1mA@40V 40V 600mV@1A Independent SOD-323 Schottky Diodes ROHS
C28646260  | Promo | BAS40WS                      | hongjiacheng       | SOD-323        | 0.0256 | 0.0256 |   29482 | 1V@40mA 200mA 20nA@30V 40V 600mA Standalone SOD-323 Schottky Diodes ROHS
C7502716   | Promo | BAS70WS                      | hongjiacheng       | SOD-323        | 0.0125 | 0.0125 |   23491 | -55℃~+150℃ 100mA 100nA 1V@15mA 70V 70mA Independent SOD-323 Schottky Diodes ROHS
C22466360  | Promo | BAT42WS                      | hongjiacheng       | SOD-323        | 0.0171 | 0.0171 |   60013 | 200mA 30V 4A 500nA@25V 650mV@50mA Standalone SOD-323 Schottky Diodes ROHS
C7502693   | Promo | BAT43WS                      | hongjiacheng       | SOD-323        | 0.0152 | 0.0152 |   26714 | 1V@0.2A 200mA 30V 4A 500nA Independent SOD-323 Schottky Diodes ROHS
C7502692   | Promo | BAT46WS                      | hongjiacheng       | SOD-323        | 0.0207 | 0.0207 |  271577 | -55℃~+150℃ 100V 150mA 1V@250mA 2uA 350mA Independent SOD-323 Schottky Diodes ROHS
C7502694   | Promo | BAT54WS                      | hongjiacheng       | SOD-323        | 0.0122 | 0.0122 |  419572 | -55℃~+125℃ 1V@100mA 200mA 2uA 30V 600mA Standalone SOD-323 Schottky Diodes ROHS
C7502695   | Promo | BAT60B                       | hongjiacheng       | SOD-323        | 0.0251 | 0.0251 | 2586638 | 10V 25uA 3A 5A 600mV@1A Standalone SOD-323 Schottky Diodes ROHS
C7502717   | Promo | RB501V-40                    | hongjiacheng       | SOD-323        | 0.0116 | 0.0116 |   56840 | 100mA 1A 30uA 40V 550mV@100mA Independent SOD-323 Schottky Diodes ROHS
C7502698   | Promo | RB551V-30                    | hongjiacheng       | SOD-323        | 0.0221 | 0.0200 |   62305 | 100uA 2A 30V 470mV@500mA 500mA Standalone SOD-323 Schottky Diodes ROHS
C7502699   | Promo | RB551V-40                    | hongjiacheng       | SOD-323        | 0.0237 | 0.0237 |   60883 | 100uA 2A 40V 470mV@500mA 500mA Independent SOD-323 Schottky Diodes ROHS
C7502691   | Promo | RB751V-40                    | hongjiacheng       | SOD-323        | 0.0171 | 0.0171 |  630660 | 200mA 30mA 370mV@1mA 40V 500nA Independent SOD-323 Schottky Diodes ROHS
C7420360   | Promo | SD103AWS                     | hongjiacheng       | SOD-323        | 0.0105 | 0.0105 |  703783 | -55℃~+150℃ 1.5A 350mA 370mV@20mA 40V 5uA@40V Independent SOD-323 Schottky Diodes ROHS
C22466363  | Promo | SD103CWS                     | hongjiacheng       | SOD-323        | 0.0128 | 0.0128 |   21857 | -55℃~+150℃ 1.5A 20V 350mA 5uA@10V 600mV@200mA Standalone SOD-323 Schottky Diodes ROHS
C22466346  | Promo | SD107WS                      | hongjiacheng       | SOD-323        | 0.0165 | 0.0165 |    2847 | -40℃~+125℃ 100mA 1uA@25V 2A 30V 800mV@100mA Standalone SOD-323 Schottky Diodes ROHS
C22466369  | Promo | 1SS389                       | hongjiacheng       | SOD-523        | 0.0111 | 0.0111 |  116952 | -40℃~+125℃ 100mA 10V 1A 20uA@10V 500mV@100mA Standalone SOD-523 Schottky Diodes ROHS
C7502714   | Promo | B5819WT                      | hongjiacheng       | SOD-523        | 0.0152 | 0.0152 |  171165 | 1.5A 350mA 40V 5uA@30V 600mV@200mA Standalone SOD-523 Schottky Diodes ROHS
C22466370  | Promo | BAS40X                       | hongjiacheng       | SOD-523        | 0.0195 | 0.0152 | 1055360 | 1V@40mA 200mA 200nA@30V 40V 600mA Standalone SOD-523 Schottky Diodes ROHS
C22466367  | Promo | BAT46X                       | hongjiacheng       | SOD-523        | 0.0295 | 0.0295 |  279721 | -40℃~+125℃ 100V 150mA 1V@250mA 300uA@1.5V 750mA Standalone SOD-523 Schottky Diodes ROHS
C19627026  | Promo | BAT54X                       | hongjiacheng       | SOD-523        | 0.0143 | 0.0143 |   49910 | 1V@100mA 200mA 2uA@25V 30V 600mA Standalone SOD-523 Schottky Diodes ROHS
C7502701   | Promo | RB520S-30                    | hongjiacheng       | SOD-523        | 0.0189 | 0.0189 |   27524 | 1A 1uA 200mA 30V 600mV@200mA Standalone SOD-523 Schottky Diodes ROHS
C22466372  | Promo | RB520S-40                    | hongjiacheng       | SOD-523        | 0.0181 | 0.0181 |    3591 | -40℃~+125℃ 10uA@40V 1A 200mA 40V 550mV@100mA Standalone SOD-523 Schottky Diodes ROHS
C7502702   | Promo | RB521S-30                    | hongjiacheng       | SOD-523        | 0.0196 | 0.0196 |   53696 | 1A 200mA 30V 30uA 500mV@200mA Standalone SOD-523 Schottky Diodes ROHS
C7502703   | Promo | RB521S-40                    | hongjiacheng       | SOD-523        | 0.0154 | 0.0154 |      13 | 1 Independent 1A 200mA 40V 540mV@200mA 90uA SOD-523 Schottky Diodes ROHS
C7502700   | Promo | RB751S-40                    | hongjiacheng       | SOD-523        | 0.0170 | 0.0170 |   30610 | 200mA 30mA 370mV@1mA 40V 500nA@30V Standalone SOD-523 Schottky Diodes ROHS
C22466357  | Promo | SD103AWT                     | hongjiacheng       | SOD-523        | 0.0157 | 0.0157 |      18 | -40℃~+125℃ 1uA@10V 2A 350mA 40V 600mV@200mA Standalone SOD-523 Schottky Diodes ROHS
C7502685   | Promo | BAS40                        | hongjiacheng       | SOT-23         | 0.0148 | 0.0148 |  103515 | 1 Independent 1V@40mA 200mA 200nA 40V 600mA SOT-23 Schottky Diodes ROHS
C7502688   | Promo | BAS40-04                     | hongjiacheng       | SOT-23         | 0.0174 | 0.0174 |  145494 | 1 Pair Series Connection 1V@40mA 200mA 200nA 40V 600mA SOT-23 Schottky Diodes ROHS
C7502689   | Promo | BAS40-05                     | hongjiacheng       | SOT-23         | 0.0207 | 0.0207 |   32752 | 1 Pair Common Cathode 1V@40mA 200mA 200nA 40V 600mA SOT-23 Schottky Diodes ROHS
C7502686   | Promo | BAS70                        | hongjiacheng       | SOT-23         | 0.0112 | 0.0112 |  358217 | -55℃~+125℃ 1 Independent 100mA 100nA 1V@15mA 70V 70mA SOT-23 Schottky Diodes ROHS
C7502687   | Promo | BAS70-04                     | hongjiacheng       | SOT-23         | 0.0218 | 0.0218 |  441077 | -55℃~+125℃ 1 Pair Series Connection 100mA 100nA 1V@15mA 70V 70mA SOT-23 Schottky Diodes ROHS
C22466364  | Promo | BAS70-06                     | hongjiacheng       | SOT-23         | 0.0165 | 0.0165 |   38272 | -55℃~+125℃ 1 Pair Common Anode 100mA 1V@15mA 200nA@50V 70V 70mA SOT-23 Schottky Diodes ROHS
C22466368  | Promo | BAT54                        | hongjiacheng       | SOT-23         | 0.0151 | 0.0151 |   65731 | 1 Independent 1V@100mA 200mA 2uA@25V 30V 600mA SOT-23 Schottky Diodes ROHS
C7502690   | Promo | BAT54A                       | hongjiacheng       | SOT-23         | 0.0137 | 0.0112 |   93011 | 1 Pair Common Anode 1V@100mA 200mA 2uA 30V 600mA SOT-23 Schottky Diodes ROHS
C22466350  | Promo | BAT54C                       | hongjiacheng       | SOT-23         | 0.0160 | 0.0160 |  492354 | 1 Pair Common Cathode 1V@100mA 200mA 2uA@25V 30V 600mA SOT-23 Schottky Diodes ROHS
C37704     | Promo | BAT54C,215                   | Nexperia           | SOT-23         | 0.0171 | 0.0171 |  156915 | 1 Pair Common Cathode 200mA 2uA@25V 30V 600mA 800mV@100mA SOT-23 Schottky Diodes ROHS
C7420333   | Promo | BAT54S                       | hongjiacheng       | SOT-23         | 0.0132 | 0.0132 |  950656 | 1 Pair Series Connection 200mA 2uA@30V 30V 400mV@10mA 600mA SOT-23 Schottky Diodes ROHS
C22466371  | Promo | BAT720                       | hongjiacheng       | SOT-23         | 0.0319 | 0.0319 |   35506 | 1 Independent 100uA@35V 2A 40V 500mA 550mV@500mA SOT-23 Schottky Diodes ROHS
C22466366  | Promo | BAS70W-05                    | hongjiacheng       | SOT-323        | 0.0297 | 0.0297 |    3369 | 1 Pair Common Cathode 100mA 100nA@50V 1V@15mA 70V 70mA SOT-323 Schottky Diodes ROHS
C22466374  | Promo | BAT54AW                      | hongjiacheng       | SOT-323        | 0.0193 | 0.0193 |   11989 | 1 Pair Common Anode 1V@100mA 200mA 2uA@25V 30V 600mA SOT-323 Schottky Diodes ROHS
C22392482  | Promo | BAT54CW                      | hongjiacheng       | SOT-323        | 0.0209 | 0.0209 |  345655 | 1 Pair Common Cathode 1V@100mA 200mA 2uA@25V 30V 600mA SOT-323 Schottky Diodes ROHS
C22466373  | Promo | BAT54SW                      | hongjiacheng       | SOT-323        | 0.0181 | 0.0181 |  422026 | 1 Pair Series Connection 1V@100mA 200mA 2uA@25V 30V 600mA SOT-323 Schottky Diodes ROHS
C22466376  | Promo | BAT54TW                      | hongjiacheng       | SOT-363        | 0.0380 | 0.0380 |  108003 | -55℃~+150℃ 1V@100mA 200mA 2uA@25V 3 Independent 30V 600mA SOT-363 Schottky Diodes ROHS

== Shift Registers (2)
C5613      | Promo | 74HC165D,653                 | Nexperia           | SOIC-16        | 0.1094 | 0.0865 |  363847 | -40℃~+125℃ 1 28ns@6V,50pF 2V~6V 35MHz 500mW 74HC 8 Parallel or Serial to Serial SOIC-16 Shift Registers ROHS
C5947      | Basic | 74HC595D,118                 | Nexperia           | SOIC-16        | 0.1207 | 0.0978 |  253957 | -40℃~+125℃ 1 100MHz 19ns@4.5V,50pF 2V~6V 74HC 8 Serial-to-Serial or Parallel Tri-State SOIC-16 Shift Registers

== Switching Diodes (27)
C7502728   | Promo | MMBD4448HTW                  | hongjiacheng       | -              | 0.0112 | 0.0112 |       0 | - Switching Diodes ROHS
C81598     | Basic | 1N4148W                      | ST(Semtech)        | SOD-123        | 0.0121 | 0.0121 | 3183214 | 150mA 1A 1V@50mA 1uA@75V 400mW 4ns 75V Independent SOD-123 Switching Diodes ROHS
C7420318   | Promo | 1N4148W                      | hongjiacheng       | SOD-123        | 0.0067 | 0.0067 | 5967803 | -55℃~+150℃ 1.25V@150mA 100V 150mA 1uA@75V 2A 400mW 4ns Independent SOD-123 Switching Diodes ROHS
C2128      | Basic | 1N4148WS                     | Jiangsu Changjing  | SOD-323        | 0.0153 | 0.0153 | 1963668 | 1.25V@150mA 100V 150mA 1uA@75V 200mW 2A 4ns Independent SOD-323 Switching Diodes ROHS
C437156    | Promo | 1N4148WS                     | MDD(Microdiode Sem | SOD-323        | 0.0101 | 0.0101 | 1786852 | -55℃~+150℃@(Tj) 1.25V@150mA 100V 150mA 25nA@20V 400mW 4A 4ns Independent SOD-323 Switching Diodes ROHS
C7420319   | Promo | 1N4148WS                     | hongjiacheng       | SOD-323        | 0.0098 | 0.0098 | 1133579 | -55℃~+150℃ 1.25V@150mA 100V 150mA 1uA@75V 200mW 2A 4ns Independent SOD-323 Switching Diodes ROHS
C7502718   | Promo | 1SS355                       | hongjiacheng       | SOD-323        | 0.0103 | 0.0103 |   13585 | -55℃~+150℃ 1.2V@100mA 100mA 100nA 250mW 4ns 500mA 80V Standalone SOD-323 Switching Diodes ROHS
C7502720   | Promo | BAS316                       | hongjiacheng       | SOD-323        | 0.0131 | 0.0131 |  457734 | -55℃~+150℃ 1.25V@150mA 100V 1uA 250mA 250mW 2A 4ns Standalone SOD-323 Switching Diodes ROHS
C7502719   | Promo | BAS416                       | hongjiacheng       | SOD-323        | 0.0127 | 0.0127 |  555335 | -55℃~+150℃ 1.25V@150mA 200mA 250mW 3ns 4A 5nA 85V Standalone SOD-323 Switching Diodes ROHS
C7420334   | Promo | BAV21WS                      | hongjiacheng       | SOD-323        | 0.0127 | 0.0127 |  710554 | -55℃~+150℃ 1.25V@200mA 100nA@200V 2.5A 200mA 250V 250mW 50ns Standalone SOD-323 Switching Diodes ROHS
C7420320   | Promo | 1N4148WT                     | hongjiacheng       | SOD-523        | 0.0122 | 0.0122 | 1697709 | -55℃~+150℃ 1.25V@150mA 100V 150mA 150mW 1uA@75V 2A 4ns Independent SOD-523 Switching Diodes ROHS
C7502721   | Promo | 1SS400                       | hongjiacheng       | SOD-523        | 0.0132 | 0.0107 |   26103 | -55℃~+150℃ 1.2V@100mA 100mA 100nA 150mW 2A 4ns 80V Standalone SOD-523 Switching Diodes ROHS
C7502722   | Promo | BAS516                       | hongjiacheng       | SOD-523        | 0.0139 | 0.0139 |   34139 | -55℃~+150℃ 1.25V@150mA 150mW 1uA 250mA 4ns 75V Standalone SOD-523 Switching Diodes ROHS
C7502730   | Promo | 1SS181                       | hongjiacheng       | SOT-23         | 0.0108 | 0.0108 |   24534 | -55℃~+150℃ 1 Pair Common Anode 1.2V@100mA 100mA 150mW 2A 4ns 500nA 80V SOT-23 Switching Diodes ROHS
C7502731   | Promo | 1SS226                       | hongjiacheng       | SOT-23         | 0.0147 | 0.0147 |   15068 | -65℃~+150℃ 1 Pair Series Connection 100mA 150mW 1V@100mA 2.5uA 2A 4ns 80V SOT-23 Switching Diodes ROHS
C7502724   | Promo | BAS16                        | hongjiacheng       | SOT-23         | 0.0113 | 0.0092 |  114474 | -55℃~+150℃ 1.25V@150mA 150mA 1uA 225mW 2A 4ns 75V Standalone SOT-23 Switching Diodes ROHS
C7502725   | Promo | BAS21                        | hongjiacheng       | SOT-23         | 0.0130 | 0.0130 |  177137 | -55℃~+150℃ 1.25V@150mA 100nA 2.5A 200mA 225mW 250V 50ns Standalone SOT-23 Switching Diodes ROHS
C7502726   | Promo | BAS21S                       | hongjiacheng       | SOT-23         | 0.0116 | 0.0103 |   65210 | -55℃~+150℃ 1 Pair Series Connection 1.25V@200mA 100nA 2.5A 200mA 225mW 250V 50ns SOT-23 Switching Diodes ROHS
C68978     | Basic | BAV70                        | Jiangsu Changjing  | SOT-23         | 0.0163 | 0.0163 |  224892 | -55℃~+150℃ 1 Pair Common Cathode 1.25V@150mA 2.5uA@70V 200mA 225mW 2A 6ns 70V SOT-23 Switching Diodes ROHS
C7420335   | Promo | BAV70                        | hongjiacheng       | SOT-23         | 0.0122 | 0.0122 |  410594 | -55℃~+150℃ 1 Pair Common Cathode 1.25V@150mA 2.5uA 200mA 225mW 2A 4ns 70V SOT-23 Switching Diodes ROHS
C7420336   | Promo | BAV99                        | hongjiacheng       | SOT-23         | 0.0116 | 0.0116 |  479495 | -55℃~+150℃ 1 Pair Series Connection 1.25V@150mA 2.5uA@75V 200mA 225mW 2A 4ns 70V SOT-23 Switching Diodes ROHS
C2500      | Basic | BAV99,215                    | Nexperia           | SOT-23         | 0.0120 | 0.0120 |  989377 | 1 Pair Series Connection 1.25V@150mA 100V 215mA 250mW 4A 4ns 500nA@80V SOT-23 Switching Diodes ROHS
C7502729   | Promo | BAW56                        | hongjiacheng       | SOT-23         | 0.0144 | 0.0144 |  108406 | -55℃~+150℃ 1 Pair Common Anode 1.25V@150mA 2.5uA 200mA 225mW 2A 4ns 70V SOT-23 Switching Diodes ROHS
C7502723   | Promo | MMBD4148                     | hongjiacheng       | SOT-23         | 0.0103 | 0.0103 |   63260 | -55℃~+150℃ 1 Independent 1.25V@150mA 150mA 2.5uA 2A 350mW 4ns 75V SOT-23 Switching Diodes ROHS
C17179589  | Promo | MMBD4148CC                   | hongjiacheng       | SOT-23         | 0.0154 | 0.0154 |  355394 | -55℃~+150℃ 1 Pair Common Cathode 100V 1V@10mA 200mA 350mW 4ns 5uA SOT-23 Switching Diodes ROHS
C17179590  | Promo | MMBD4148SE                   | hongjiacheng       | SOT-23         | 0.0149 | 0.0117 |  135534 | -55℃~+150℃ 1 Pair Series Connection 100V 1V@10mA 200mA 2A 350mW 4ns 5uA SOT-23 Switching Diodes ROHS
C7502727   | Promo | BAV99W                       | hongjiacheng       | SOT-323        | 0.0173 | 0.0173 |   95997 | -55℃~+150℃ 1 Pair Series Connection 1.25V@150mA 150mA 2.5uA 200mW 2A 4ns 75V SOT-323 Switching Diodes ROHS

== Tactile Switches (2)
C720477    | Basic | TS-1088-AR02016              | XUNPU              | SMD,4x3mm      | 0.0507 | 0.0409 |  723462 | -30℃~+80℃ 1.6N 100,000 cycles 12V 2mm 3.9mm 3mm 50mA Black Round Button SMD(SMT) Tab SPST Surface Mount,Vertic
C318884    | Basic | TS-1187A-B-A-B               | XKB Connection     | SMD-4P,5.1x5.1 | 0.0198 | 0.0198 |  714611 | -30℃~+85℃ 1.5mm 1.6N 100,000 cycles 12V 5.1mm 5.1mm 50mA Gold No Round Button SPST Surface Mount,Vertical With

== Tantalum Capacitors (2)
C7171      | Basic | TAJA106K016RNJ               | --                 | CASE-A-3216-18 | 0.1820 | 0.1268 |  724675 | -55℃~+125℃ 10uF 16V 3Ω@100kHz ±10% CASE-A-3216-18(mm) Tantalum Capacitors ROHS
